score,judge,athlete,item,judge_athlete,judge_item,athlete_item
0,1,women1,=2A+3T,1,7,28
1,2,women1,=2A+3T,26,62,28
-2,3,women1,=2A+3T,51,117,28
-1,4,women1,=2A+3T,76,172,28
-4,5,women1,=2A+3T,101,227,28
-2,6,women1,=2A+3T,126,282,28
-2,7,women1,=2A+3T,151,337,28
-2,8,women1,=2A+3T,176,392,28
0,9,women1,=2A+3T,201,447,28
4,1,women1,=3Lz+1Eu+3S,1,28,114
2,2,women1,=3Lz+1Eu+3S,26,83,114
3,3,women1,=3Lz+1Eu+3S,51,138,114
3,4,women1,=3Lz+1Eu+3S,76,193,114
0,5,women1,=3Lz+1Eu+3S,101,248,114
3,6,women1,=3Lz+1Eu+3S,126,303,114
2,7,women1,=3Lz+1Eu+3S,151,358,114
2,8,women1,=3Lz+1Eu+3S,176,413,114
2,9,women1,=3Lz+1Eu+3S,201,468,114
2,1,women1,=4F,1,40,160
1,2,women1,=4F,26,95,160
3,3,women1,=4F,51,150,160
1,4,women1,=4F,76,205,160
2,5,women1,=4F,101,260,160
2,6,women1,=4F,126,315,160
1,7,women1,=4F,151,370,160
3,8,women1,=4F,176,425,160
3,9,women1,=4F,201,480,160
-1,1,women1,=4Lz,1,42,163
-2,2,women1,=4Lz,26,97,163
-1,3,women1,=4Lz,51,152,163
-1,4,women1,=4Lz,76,207,163
-1,5,women1,=4Lz,101,262,163
0,6,women1,=4Lz,126,317,163
-1,7,women1,=4Lz,151,372,163
-1,8,women1,=4Lz,176,427,163
1,9,women1,=4Lz,201,482,163
4,1,women1,=4Lz+3T,1,43,164
3,2,women1,=4Lz+3T,26,98,164
3,3,women1,=4Lz+3T,51,153,164
2,4,women1,=4Lz+3T,76,208,164
2,5,women1,=4Lz+3T,101,263,164
2,6,women1,=4Lz+3T,126,318,164
2,7,women1,=4Lz+3T,151,373,164
0,8,women1,=4Lz+3T,176,428,164
2,9,women1,=4Lz+3T,201,483,164
4,1,women1,=4S,1,44,165
4,2,women1,=4S,26,99,165
4,3,women1,=4S,51,154,165
3,4,women1,=4S,76,209,165
3,5,women1,=4S,101,264,165
3,6,women1,=4S,126,319,165
1,7,women1,=4S,151,374,165
2,8,women1,=4S,176,429,165
4,9,women1,=4S,201,484,165
-2,1,women1,=4T,1,45,167
-3,2,women1,=4T,26,100,167
-3,3,women1,=4T,51,155,167
-3,4,women1,=4T,76,210,167
-2,5,women1,=4T,101,265,167
-2,6,women1,=4T,126,320,167
-3,7,women1,=4T,151,375,167
-2,8,women1,=4T,176,430,167
-3,9,women1,=4T,201,485,167
3,1,women1,=CCoSp,1,47,170
2,2,women1,=CCoSp,26,102,170
3,3,women1,=CCoSp,51,157,170
3,4,women1,=CCoSp,76,212,170
2,5,women1,=CCoSp,101,267,170
3,6,women1,=CCoSp,126,322,170
3,7,women1,=CCoSp,151,377,170
3,8,women1,=CCoSp,176,432,170
2,9,women1,=CCoSp,201,487,170
3,1,women1,=ChSq,1,48,195
3,2,women1,=ChSq,26,103,195
4,3,women1,=ChSq,51,158,195
3,4,women1,=ChSq,76,213,195
2,5,women1,=ChSq,101,268,195
3,6,women1,=ChSq,126,323,195
3,7,women1,=ChSq,151,378,195
3,8,women1,=ChSq,176,433,195
1,9,women1,=ChSq,201,488,195
3,1,women1,=FCCoSp,1,49,220
3,2,women1,=FCCoSp,26,104,220
4,3,women1,=FCCoSp,51,159,220
2,4,women1,=FCCoSp,76,214,220
3,5,women1,=FCCoSp,101,269,220
3,6,women1,=FCCoSp,126,324,220
3,7,women1,=FCCoSp,151,379,220
3,8,women1,=FCCoSp,176,434,220
3,9,women1,=FCCoSp,201,489,220
3,1,women1,=FCSp,1,51,240
3,2,women1,=FCSp,26,106,240
3,3,women1,=FCSp,51,161,240
3,4,women1,=FCSp,76,216,240
2,5,women1,=FCSp,101,271,240
3,6,women1,=FCSp,126,326,240
2,7,women1,=FCSp,151,381,240
2,8,women1,=FCSp,176,436,240
3,9,women1,=FCSp,201,491,240
4,1,women1,=StSq,1,55,270
4,2,women1,=StSq,26,110,270
4,3,women1,=StSq,51,165,270
3,4,women1,=StSq,76,220,270
2,5,women1,=StSq,101,275,270
3,6,women1,=StSq,126,330,270
4,7,women1,=StSq,151,385,270
3,8,women1,=StSq,176,440,270
3,9,women1,=StSq,201,495,270
0,1,women105,=1S,2,3,3
0,2,women105,=1S,27,58,3
0,3,women105,=1S,52,113,3
0,4,women105,=1S,77,168,3
0,5,women105,=1S,102,223,3
0,6,women105,=1S,127,278,3
0,7,women105,=1S,152,333,3
0,8,women105,=1S,177,388,3
0,9,women105,=1S,202,443,3
2,1,women105,=2A,2,4,4
2,2,women105,=2A,27,59,4
2,3,women105,=2A,52,114,4
2,4,women105,=2A,77,169,4
2,5,women105,=2A,102,224,4
3,6,women105,=2A,127,279,4
2,7,women105,=2A,152,334,4
3,8,women105,=2A,177,389,4
2,9,women105,=2A,202,444,4
2,1,women105,=3F,2,12,45
3,2,women105,=3F,27,67,45
2,3,women105,=3F,52,122,45
3,4,women105,=3F,77,177,45
2,5,women105,=3F,102,232,45
3,6,women105,=3F,127,287,45
2,7,women105,=3F,152,342,45
2,8,women105,=3F,177,397,45
3,9,women105,=3F,202,452,45
1,1,women105,=3F+2T+2Lo,2,16,67
3,2,women105,=3F+2T+2Lo,27,71,67
2,3,women105,=3F+2T+2Lo,52,126,67
2,4,women105,=3F+2T+2Lo,77,181,67
2,5,women105,=3F+2T+2Lo,102,236,67
2,6,women105,=3F+2T+2Lo,127,291,67
1,7,women105,=3F+2T+2Lo,152,346,67
1,8,women105,=3F+2T+2Lo,177,401,67
2,9,women105,=3F+2T+2Lo,202,456,67
-1,1,women105,=3Lz+2T,2,29,118
1,2,women105,=3Lz+2T,27,84,118
0,3,women105,=3Lz+2T,52,139,118
1,4,women105,=3Lz+2T,77,194,118
1,5,women105,=3Lz+2T,102,249,118
0,6,women105,=3Lz+2T,127,304,118
1,7,women105,=3Lz+2T,152,359,118
1,8,women105,=3Lz+2T,177,414,118
2,9,women105,=3Lz+2T,202,469,118
-2,1,women105,=3Lz+3T,2,33,129
-2,2,women105,=3Lz+3T,27,88,129
-2,3,women105,=3Lz+3T,52,143,129
-1,4,women105,=3Lz+3T,77,198,129
-2,5,women105,=3Lz+3T,102,253,129
-2,6,women105,=3Lz+3T,127,308,129
-3,7,women105,=3Lz+3T,152,363,129
-3,8,women105,=3Lz+3T,177,418,129
-1,9,women105,=3Lz+3T,202,473,129
3,1,women105,=CCoSp,2,47,171
4,2,women105,=CCoSp,27,102,171
4,3,women105,=CCoSp,52,157,171
4,4,women105,=CCoSp,77,212,171
4,5,women105,=CCoSp,102,267,171
3,6,women105,=CCoSp,127,322,171
3,7,women105,=CCoSp,152,377,171
4,8,women105,=CCoSp,177,432,171
4,9,women105,=CCoSp,202,487,171
4,1,women105,=ChSq,2,48,196
3,2,women105,=ChSq,27,103,196
5,3,women105,=ChSq,52,158,196
4,4,women105,=ChSq,77,213,196
4,5,women105,=ChSq,102,268,196
4,6,women105,=ChSq,127,323,196
4,7,women105,=ChSq,152,378,196
5,8,women105,=ChSq,177,433,196
4,9,women105,=ChSq,202,488,196
3,1,women105,=FCCoSp,2,49,221
3,2,women105,=FCCoSp,27,104,221
4,3,women105,=FCCoSp,52,159,221
4,4,women105,=FCCoSp,77,214,221
4,5,women105,=FCCoSp,102,269,221
3,6,women105,=FCCoSp,127,324,221
2,7,women105,=FCCoSp,152,379,221
3,8,women105,=FCCoSp,177,434,221
3,9,women105,=FCCoSp,202,489,221
5,1,women105,=LSp,2,53,253
4,2,women105,=LSp,27,108,253
4,3,women105,=LSp,52,163,253
4,4,women105,=LSp,77,218,253
5,5,women105,=LSp,102,273,253
4,6,women105,=LSp,127,328,253
5,7,women105,=LSp,152,383,253
5,8,women105,=LSp,177,438,253
5,9,women105,=LSp,202,493,253
4,1,women105,=StSq,2,55,271
4,2,women105,=StSq,27,110,271
5,3,women105,=StSq,52,165,271
4,4,women105,=StSq,77,220,271
4,5,women105,=StSq,102,275,271
4,6,women105,=StSq,127,330,271
3,7,women105,=StSq,152,385,271
3,8,women105,=StSq,177,440,271
3,9,women105,=StSq,202,495,271
2,1,women118,=2A,3,4,5
3,2,women118,=2A,28,59,5
2,3,women118,=2A,53,114,5
2,4,women118,=2A,78,169,5
2,5,women118,=2A,103,224,5
2,6,women118,=2A,128,279,5
2,7,women118,=2A,153,334,5
3,8,women118,=2A,178,389,5
3,9,women118,=2A,203,444,5
0,1,women118,=3F+2T+2T,3,17,68
1,2,women118,=3F+2T+2T,28,72,68
1,3,women118,=3F+2T+2T,53,127,68
2,4,women118,=3F+2T+2T,78,182,68
1,5,women118,=3F+2T+2T,103,237,68
1,6,women118,=3F+2T+2T,128,292,68
1,7,women118,=3F+2T+2T,153,347,68
-1,8,women118,=3F+2T+2T,178,402,68
0,9,women118,=3F+2T+2T,203,457,68
-1,1,women118,=3F+3T,3,19,70
0,2,women118,=3F+3T,28,74,70
-1,3,women118,=3F+3T,53,129,70
0,4,women118,=3F+3T,78,184,70
-1,5,women118,=3F+3T,103,239,70
0,6,women118,=3F+3T,128,294,70
-1,7,women118,=3F+3T,153,349,70
0,8,women118,=3F+3T,178,404,70
0,9,women118,=3F+3T,203,459,70
2,1,women118,=3Lo,3,20,74
2,2,women118,=3Lo,28,75,74
2,3,women118,=3Lo,53,130,74
2,4,women118,=3Lo,78,185,74
2,5,women118,=3Lo,103,240,74
3,6,women118,=3Lo,128,295,74
2,7,women118,=3Lo,153,350,74
3,8,women118,=3Lo,178,405,74
2,9,women118,=3Lo,203,460,74
2,1,women118,=3Lz+3T,3,33,130
2,2,women118,=3Lz+3T,28,88,130
2,3,women118,=3Lz+3T,53,143,130
3,4,women118,=3Lz+3T,78,198,130
3,5,women118,=3Lz+3T,103,253,130
2,6,women118,=3Lz+3T,128,308,130
2,7,women118,=3Lz+3T,153,363,130
3,8,women118,=3Lz+3T,178,418,130
3,9,women118,=3Lz+3T,203,473,130
1,1,women118,=3S,3,34,139
2,2,women118,=3S,28,89,139
2,3,women118,=3S,53,144,139
0,4,women118,=3S,78,199,139
2,5,women118,=3S,103,254,139
1,6,women118,=3S,128,309,139
1,7,women118,=3S,153,364,139
2,8,women118,=3S,178,419,139
2,9,women118,=3S,203,474,139
2,1,women118,=CCoSp,3,47,172
2,2,women118,=CCoSp,28,102,172
2,3,women118,=CCoSp,53,157,172
1,4,women118,=CCoSp,78,212,172
1,5,women118,=CCoSp,103,267,172
2,6,women118,=CCoSp,128,322,172
2,7,women118,=CCoSp,153,377,172
3,8,women118,=CCoSp,178,432,172
2,9,women118,=CCoSp,203,487,172
2,1,women118,=ChSq,3,48,197
2,2,women118,=ChSq,28,103,197
2,3,women118,=ChSq,53,158,197
2,4,women118,=ChSq,78,213,197
2,5,women118,=ChSq,103,268,197
2,6,women118,=ChSq,128,323,197
2,7,women118,=ChSq,153,378,197
2,8,women118,=ChSq,178,433,197
1,9,women118,=ChSq,203,488,197
2,1,women118,=FCSp,3,51,241
2,2,women118,=FCSp,28,106,241
2,3,women118,=FCSp,53,161,241
3,4,women118,=FCSp,78,216,241
3,5,women118,=FCSp,103,271,241
2,6,women118,=FCSp,128,326,241
2,7,women118,=FCSp,153,381,241
3,8,women118,=FCSp,178,436,241
3,9,women118,=FCSp,203,491,241
1,1,women118,=LSp,3,53,254
2,2,women118,=LSp,28,108,254
2,3,women118,=LSp,53,163,254
2,4,women118,=LSp,78,218,254
2,5,women118,=LSp,103,273,254
3,6,women118,=LSp,128,328,254
2,7,women118,=LSp,153,383,254
3,8,women118,=LSp,178,438,254
2,9,women118,=LSp,203,493,254
3,1,women118,=StSq,3,55,272
3,2,women118,=StSq,28,110,272
3,3,women118,=StSq,53,165,272
3,4,women118,=StSq,78,220,272
3,5,women118,=StSq,103,275,272
3,6,women118,=StSq,128,330,272
2,7,women118,=StSq,153,385,272
4,8,women118,=StSq,178,440,272
3,9,women118,=StSq,203,495,272
2,1,women131,=2A,4,4,6
3,2,women131,=2A,29,59,6
2,3,women131,=2A,54,114,6
2,4,women131,=2A,79,169,6
2,5,women131,=2A,104,224,6
3,6,women131,=2A,129,279,6
2,7,women131,=2A,154,334,6
3,8,women131,=2A,179,389,6
2,9,women131,=2A,204,444,6
-1,1,women131,=2A+3T,4,7,29
0,2,women131,=2A+3T,29,62,29
-2,3,women131,=2A+3T,54,117,29
0,4,women131,=2A+3T,79,172,29
-1,5,women131,=2A+3T,104,227,29
1,6,women131,=2A+3T,129,282,29
-1,7,women131,=2A+3T,154,337,29
1,8,women131,=2A+3T,179,392,29
1,9,women131,=2A+3T,204,447,29
2,1,women131,=3F,4,12,46
2,2,women131,=3F,29,67,46
2,3,women131,=3F,54,122,46
4,4,women131,=3F,79,177,46
2,5,women131,=3F,104,232,46
3,6,women131,=3F,129,287,46
2,7,women131,=3F,154,342,46
1,8,women131,=3F,179,397,46
3,9,women131,=3F,204,452,46
2,1,women131,=3Lo,4,20,75
2,2,women131,=3Lo,29,75,75
2,3,women131,=3Lo,54,130,75
2,4,women131,=3Lo,79,185,75
3,5,women131,=3Lo,104,240,75
3,6,women131,=3Lo,129,295,75
2,7,women131,=3Lo,154,350,75
2,8,women131,=3Lo,179,405,75
2,9,women131,=3Lo,204,460,75
-3,1,women131,=3Lz,4,26,101
-1,2,women131,=3Lz,29,81,101
-2,3,women131,=3Lz,54,136,101
-1,4,women131,=3Lz,79,191,101
-1,5,women131,=3Lz,104,246,101
0,6,women131,=3Lz,129,301,101
-2,7,women131,=3Lz,154,356,101
-1,8,women131,=3Lz,179,411,101
0,9,women131,=3Lz,204,466,101
-1,1,women131,=3Lz+3T,4,33,131
1,2,women131,=3Lz+3T,29,88,131
1,3,women131,=3Lz+3T,54,143,131
1,4,women131,=3Lz+3T,79,198,131
0,5,women131,=3Lz+3T,104,253,131
0,6,women131,=3Lz+3T,129,308,131
1,7,women131,=3Lz+3T,154,363,131
1,8,women131,=3Lz+3T,179,418,131
2,9,women131,=3Lz+3T,204,473,131
1,1,women131,=3S+2T+2Lo,4,36,152
2,2,women131,=3S+2T+2Lo,29,91,152
1,3,women131,=3S+2T+2Lo,54,146,152
3,4,women131,=3S+2T+2Lo,79,201,152
1,5,women131,=3S+2T+2Lo,104,256,152
2,6,women131,=3S+2T+2Lo,129,311,152
2,7,women131,=3S+2T+2Lo,154,366,152
0,8,women131,=3S+2T+2Lo,179,421,152
2,9,women131,=3S+2T+2Lo,204,476,152
2,1,women131,=CCoSp,4,47,173
3,2,women131,=CCoSp,29,102,173
2,3,women131,=CCoSp,54,157,173
3,4,women131,=CCoSp,79,212,173
2,5,women131,=CCoSp,104,267,173
3,6,women131,=CCoSp,129,322,173
2,7,women131,=CCoSp,154,377,173
2,8,women131,=CCoSp,179,432,173
2,9,women131,=CCoSp,204,487,173
2,1,women131,=ChSq,4,48,198
2,2,women131,=ChSq,29,103,198
2,3,women131,=ChSq,54,158,198
3,4,women131,=ChSq,79,213,198
2,5,women131,=ChSq,104,268,198
2,6,women131,=ChSq,129,323,198
3,7,women131,=ChSq,154,378,198
3,8,women131,=ChSq,179,433,198
2,9,women131,=ChSq,204,488,198
2,1,women131,=FCSp,4,51,242
2,2,women131,=FCSp,29,106,242
2,3,women131,=FCSp,54,161,242
2,4,women131,=FCSp,79,216,242
2,5,women131,=FCSp,104,271,242
2,6,women131,=FCSp,129,326,242
2,7,women131,=FCSp,154,381,242
3,8,women131,=FCSp,179,436,242
2,9,women131,=FCSp,204,491,242
3,1,women131,=SSp,4,54,268
3,2,women131,=SSp,29,109,268
2,3,women131,=SSp,54,164,268
3,4,women131,=SSp,79,219,268
2,5,women131,=SSp,104,274,268
3,6,women131,=SSp,129,329,268
3,7,women131,=SSp,154,384,268
3,8,women131,=SSp,179,439,268
4,9,women131,=SSp,204,494,268
3,1,women131,=StSq,4,55,273
3,2,women131,=StSq,29,110,273
2,3,women131,=StSq,54,165,273
3,4,women131,=StSq,79,220,273
3,5,women131,=StSq,104,275,273
3,6,women131,=StSq,129,330,273
2,7,women131,=StSq,154,385,273
2,8,women131,=StSq,179,440,273
3,9,women131,=StSq,204,495,273
4,1,women14,=2A,5,4,7
3,2,women14,=2A,30,59,7
3,3,women14,=2A,55,114,7
2,4,women14,=2A,80,169,7
3,5,women14,=2A,105,224,7
4,6,women14,=2A,130,279,7
2,7,women14,=2A,155,334,7
3,8,women14,=2A,180,389,7
4,9,women14,=2A,205,444,7
3,1,women14,=3F+1Eu+3S,5,13,62
3,2,women14,=3F+1Eu+3S,30,68,62
3,3,women14,=3F+1Eu+3S,55,123,62
3,4,women14,=3F+1Eu+3S,80,178,62
2,5,women14,=3F+1Eu+3S,105,233,62
3,6,women14,=3F+1Eu+3S,130,288,62
3,7,women14,=3F+1Eu+3S,155,343,62
3,8,women14,=3F+1Eu+3S,180,398,62
3,9,women14,=3F+1Eu+3S,205,453,62
4,1,women14,=3Lz,5,26,102
3,2,women14,=3Lz,30,81,102
3,3,women14,=3Lz,55,136,102
3,4,women14,=3Lz,80,191,102
2,5,women14,=3Lz,105,246,102
4,6,women14,=3Lz,130,301,102
2,7,women14,=3Lz,155,356,102
3,8,women14,=3Lz,180,411,102
4,9,women14,=3Lz,205,466,102
4,1,women14,=3Lz+3Lo,5,31,127
3,2,women14,=3Lz+3Lo,30,86,127
3,3,women14,=3Lz+3Lo,55,141,127
3,4,women14,=3Lz+3Lo,80,196,127
3,5,women14,=3Lz+3Lo,105,251,127
4,6,women14,=3Lz+3Lo,130,306,127
3,7,women14,=3Lz+3Lo,155,361,127
3,8,women14,=3Lz+3Lo,180,416,127
4,9,women14,=3Lz+3Lo,205,471,127
4,1,women14,=4F,5,40,161
3,2,women14,=4F,30,95,161
4,3,women14,=4F,55,150,161
4,4,women14,=4F,80,205,161
3,5,women14,=4F,105,260,161
4,6,women14,=4F,130,315,161
2,7,women14,=4F,155,370,161
3,8,women14,=4F,180,425,161
3,9,women14,=4F,205,480,161
4,1,women14,=4F+3T,5,41,162
3,2,women14,=4F+3T,30,96,162
3,3,women14,=4F+3T,55,151,162
4,4,women14,=4F+3T,80,206,162
3,5,women14,=4F+3T,105,261,162
3,6,women14,=4F+3T,130,316,162
2,7,women14,=4F+3T,155,371,162
3,8,women14,=4F+3T,180,426,162
3,9,women14,=4F+3T,205,481,162
5,1,women14,=CCoSp,5,47,174
4,2,women14,=CCoSp,30,102,174
3,3,women14,=CCoSp,55,157,174
3,4,women14,=CCoSp,80,212,174
2,5,women14,=CCoSp,105,267,174
4,6,women14,=CCoSp,130,322,174
3,7,women14,=CCoSp,155,377,174
3,8,women14,=CCoSp,180,432,174
5,9,women14,=CCoSp,205,487,174
4,1,women14,=ChSq,5,48,199
3,2,women14,=ChSq,30,103,199
3,3,women14,=ChSq,55,158,199
3,4,women14,=ChSq,80,213,199
3,5,women14,=ChSq,105,268,199
4,6,women14,=ChSq,130,323,199
2,7,women14,=ChSq,155,378,199
3,8,women14,=ChSq,180,433,199
3,9,women14,=ChSq,205,488,199
5,1,women14,=FCCoSp,5,49,222
4,2,women14,=FCCoSp,30,104,222
4,3,women14,=FCCoSp,55,159,222
3,4,women14,=FCCoSp,80,214,222
4,5,women14,=FCCoSp,105,269,222
4,6,women14,=FCCoSp,130,324,222
3,7,women14,=FCCoSp,155,379,222
4,8,women14,=FCCoSp,180,434,222
3,9,women14,=FCCoSp,205,489,222
4,1,women14,=FCSp,5,51,243
3,2,women14,=FCSp,30,106,243
3,3,women14,=FCSp,55,161,243
3,4,women14,=FCSp,80,216,243
3,5,women14,=FCSp,105,271,243
3,6,women14,=FCSp,130,326,243
2,7,women14,=FCSp,155,381,243
3,8,women14,=FCSp,180,436,243
3,9,women14,=FCSp,205,491,243
3,1,women14,=StSq,5,55,274
4,2,women14,=StSq,30,110,274
3,3,women14,=StSq,55,165,274
4,4,women14,=StSq,80,220,274
3,5,women14,=StSq,105,275,274
4,6,women14,=StSq,130,330,274
3,7,women14,=StSq,155,385,274
4,8,women14,=StSq,180,440,274
4,9,women14,=StSq,205,495,274
2,1,women144,=2A,6,4,8
2,2,women144,=2A,31,59,8
1,3,women144,=2A,56,114,8
1,4,women144,=2A,81,169,8
1,5,women144,=2A,106,224,8
2,6,women144,=2A,131,279,8
1,7,women144,=2A,156,334,8
1,8,women144,=2A,181,389,8
2,9,women144,=2A,206,444,8
1,1,women144,=3Lo,6,20,76
2,2,women144,=3Lo,31,75,76
1,3,women144,=3Lo,56,130,76
2,4,women144,=3Lo,81,185,76
0,5,women144,=3Lo,106,240,76
1,6,women144,=3Lo,131,295,76
2,7,women144,=3Lo,156,350,76
2,8,women144,=3Lo,181,405,76
2,9,women144,=3Lo,206,460,76
1,1,women144,=3Lo+2A+SEQ,6,22,93
2,2,women144,=3Lo+2A+SEQ,31,77,93
1,3,women144,=3Lo+2A+SEQ,56,132,93
2,4,women144,=3Lo+2A+SEQ,81,187,93
1,5,women144,=3Lo+2A+SEQ,106,242,93
1,6,women144,=3Lo+2A+SEQ,131,297,93
1,7,women144,=3Lo+2A+SEQ,156,352,93
2,8,women144,=3Lo+2A+SEQ,181,407,93
2,9,women144,=3Lo+2A+SEQ,206,462,93
2,1,women144,=3Lz,6,26,103
2,2,women144,=3Lz,31,81,103
1,3,women144,=3Lz,56,136,103
1,4,women144,=3Lz,81,191,103
0,5,women144,=3Lz,106,246,103
1,6,women144,=3Lz,131,301,103
1,7,women144,=3Lz,156,356,103
1,8,women144,=3Lz,181,411,103
2,9,women144,=3Lz,206,466,103
-4,1,women144,=3Lz+1Eu+3F,6,27,113
-5,2,women144,=3Lz+1Eu+3F,31,82,113
-3,3,women144,=3Lz+1Eu+3F,56,137,113
-3,4,women144,=3Lz+1Eu+3F,81,192,113
0,5,women144,=3Lz+1Eu+3F,106,247,113
-2,6,women144,=3Lz+1Eu+3F,131,302,113
-4,7,women144,=3Lz+1Eu+3F,156,357,113
-4,8,women144,=3Lz+1Eu+3F,181,412,113
-3,9,women144,=3Lz+1Eu+3F,206,467,113
1,1,women144,=3S+2T,6,35,150
1,2,women144,=3S+2T,31,90,150
1,3,women144,=3S+2T,56,145,150
1,4,women144,=3S+2T,81,200,150
0,5,women144,=3S+2T,106,255,150
1,6,women144,=3S+2T,131,310,150
1,7,women144,=3S+2T,156,365,150
1,8,women144,=3S+2T,181,420,150
1,9,women144,=3S+2T,206,475,150
2,1,women144,=3T,6,37,155
2,2,women144,=3T,31,92,155
1,3,women144,=3T,56,147,155
2,4,women144,=3T,81,202,155
1,5,women144,=3T,106,257,155
2,6,women144,=3T,131,312,155
2,7,women144,=3T,156,367,155
2,8,women144,=3T,181,422,155
1,9,women144,=3T,206,477,155
2,1,women144,=CCoSp,6,47,175
2,2,women144,=CCoSp,31,102,175
2,3,women144,=CCoSp,56,157,175
2,4,women144,=CCoSp,81,212,175
1,5,women144,=CCoSp,106,267,175
2,6,women144,=CCoSp,131,322,175
2,7,women144,=CCoSp,156,377,175
2,8,women144,=CCoSp,181,432,175
3,9,women144,=CCoSp,206,487,175
2,1,women144,=ChSq,6,48,200
2,2,women144,=ChSq,31,103,200
1,3,women144,=ChSq,56,158,200
2,4,women144,=ChSq,81,213,200
1,5,women144,=ChSq,106,268,200
1,6,women144,=ChSq,131,323,200
2,7,women144,=ChSq,156,378,200
0,8,women144,=ChSq,181,433,200
1,9,women144,=ChSq,206,488,200
2,1,women144,=FCCoSp,6,49,223
2,2,women144,=FCCoSp,31,104,223
1,3,women144,=FCCoSp,56,159,223
2,4,women144,=FCCoSp,81,214,223
1,5,women144,=FCCoSp,106,269,223
2,6,women144,=FCCoSp,131,324,223
2,7,women144,=FCCoSp,156,379,223
2,8,women144,=FCCoSp,181,434,223
2,9,women144,=FCCoSp,206,489,223
2,1,women144,=LSp,6,53,255
3,2,women144,=LSp,31,108,255
2,3,women144,=LSp,56,163,255
3,4,women144,=LSp,81,218,255
2,5,women144,=LSp,106,273,255
3,6,women144,=LSp,131,328,255
2,7,women144,=LSp,156,383,255
3,8,women144,=LSp,181,438,255
3,9,women144,=LSp,206,493,255
3,1,women144,=StSq,6,55,275
3,2,women144,=StSq,31,110,275
2,3,women144,=StSq,56,165,275
3,4,women144,=StSq,81,220,275
2,5,women144,=StSq,106,275,275
3,6,women144,=StSq,131,330,275
3,7,women144,=StSq,156,385,275
3,8,women144,=StSq,181,440,275
3,9,women144,=StSq,206,495,275
2,1,women157,=2A,7,4,9
1,2,women157,=2A,32,59,9
1,3,women157,=2A,57,114,9
1,4,women157,=2A,82,169,9
2,5,women157,=2A,107,224,9
3,6,women157,=2A,132,279,9
2,7,women157,=2A,157,334,9
2,8,women157,=2A,182,389,9
2,9,women157,=2A,207,444,9
1,1,women157,=2A+3T,7,7,30
1,2,women157,=2A+3T,32,62,30
1,3,women157,=2A+3T,57,117,30
2,4,women157,=2A+3T,82,172,30
1,5,women157,=2A+3T,107,227,30
1,6,women157,=2A+3T,132,282,30
1,7,women157,=2A+3T,157,337,30
1,8,women157,=2A+3T,182,392,30
2,9,women157,=2A+3T,207,447,30
2,1,women157,=3F,7,12,47
2,2,women157,=3F,32,67,47
2,3,women157,=3F,57,122,47
2,4,women157,=3F,82,177,47
2,5,women157,=3F,107,232,47
2,6,women157,=3F,132,287,47
2,7,women157,=3F,157,342,47
2,8,women157,=3F,182,397,47
2,9,women157,=3F,207,452,47
2,1,women157,=3Lo,7,20,77
2,2,women157,=3Lo,32,75,77
2,3,women157,=3Lo,57,130,77
2,4,women157,=3Lo,82,185,77
1,5,women157,=3Lo,107,240,77
2,6,women157,=3Lo,132,295,77
1,7,women157,=3Lo,157,350,77
2,8,women157,=3Lo,182,405,77
2,9,women157,=3Lo,207,460,77
1,1,women157,=3Lo+2T,7,23,95
1,2,women157,=3Lo+2T,32,78,95
1,3,women157,=3Lo+2T,57,133,95
0,4,women157,=3Lo+2T,82,188,95
0,5,women157,=3Lo+2T,107,243,95
1,6,women157,=3Lo+2T,132,298,95
0,7,women157,=3Lo+2T,157,353,95
0,8,women157,=3Lo+2T,182,408,95
1,9,women157,=3Lo+2T,207,463,95
